id,index,diff,claim_no,claim,type,review,system,Con (P),Comp (R),Rel (F),old_file,new_file
11993.0,108.0,"@@ -7,4 +7,17 @@
 axe.utils.toArray = function (thing) {
 	'use strict';
 	return Array.prototype.slice.call(thing);
-};
+};
+
+
+/**
+ * Creates an array without duplicate values from 2 array inputs
+ * @param  {Array} arr1 First array
+ * @param  {Array} arr2 Second array
+ * @return {Array}
+ */
+axe.utils.uniqueArray = (arr1, arr2) => {
+  return arr1.concat(arr2).filter((elem, pos, arr) => {
+    return arr.indexOf(elem) === pos;
+  });
+};",1,"line 19, col 36, 'arrow function syntax (=>)' is only available in ES6 (use 'esversion: 6').",issue,"This is a good solution, but you can optimize it by using ES6 Set object which automatically removes duplicates.

```javascript
axe.utils.uniqueArray = (arr1, arr2) => {
  const set1 = new Set(arr1);
  const set2 = new Set(arr2);
  return [...set1,...set2].filter((elem, pos, arr) => {
    return arr.indexOf(elem) === pos;
  });
};
```
This will reduce the time complexity from O(n^2) to O(n).",stable_code_pred,,,,test108_old.js,test108_new.js
,,,2,"line 20, col 50, 'arrow function syntax (=>)' is only available in ES6 (use 'esversion: 6').",issue,"This is super minor, but it'd be nice if this iterated over an arbitrary number of array inputs.",msg,,,,,
,,,3,,,"This function seems to be a good addition to the utils object. It's a bit more complex than necessary, but it's a good example of how to use the built-in Array methods.",deepseekcoder_pred,,,,,
,,,4,,,"`axe.utils.uniqueArray = (arr1, arr2) => {`",codereviewer_pred,,,,,
,,,5,,,"This function is not used anywhere in the codebase. It seems like it could be removed.

The function is not used in the codebase, but it's a good practice to remove unused code. It's also a good practice to comment the code if it's not self-explanatory.",magicoder_pred,,,,,
10113.0,9657.0,"@@ -213,9 +213,10 @@ module.exports = class GoldenRetriever extends Plugin {
       this.IndexedDBStore.delete(fileID)
     })
 
-    this.core.on('core:success', (fileIDs) => {
+    this.core.on('core:complete', ({ successful }) => {
+      const fileIDs = successful.map((file) => file.id)
       this.deleteBlobs(fileIDs).then(() => {
-        this.core.log(`[GoldenRetriever] removed ${fileIDs.length} files that finished uploading`)
+        this.core.log(`RestoreFiles: removed ${successful.length} files that finished uploading`)
       })
     })
 ",1,"line 213, col 41, Missing semicolon.",issue,"The 'core:success' event is deprecated and should be replaced with 'core:complete' which is more accurate. Also, the'successful' property in the event object is an array of successful files, so you can directly map it to fileIDs.",magicoder_pred,,,,test9657_old.js,test9657_new.js
,,,2,"line 214, col 7, Missing semicolon.",issue,The event name 'core:success' is not standard. It would be better to use 'core:complete' which is more descriptive.,deepseekcoder_pred,,,,,
,,,3,"line 216, col 35, 'destructuring binding' is available in ES6 (use 'esversion: 6') or Mozilla JS extensions (use moz).",issue,"Unsure why this is `RestoreFiles` now vs `GoldenRetriever`, thought we deprecated the first?",msg,,,,,
,,,4,"line 216, col 50, 'arrow function syntax (=>)' is only available in ES6 (use 'esversion: 6').",issue,You can use the 'complete' event to get the list of successful uploads instead of asserting the'success' event.,stable_code_pred,,,,,
,,,5,"line 217, col 7, 'const' is available in ES6 (use 'esversion: 6') or Mozilla JS extensions (use moz).",issue,`[RestoreFiles] removed ${successful.length} files that finished uploading`,codereviewer_pred,,,,,
,,,6,"line 217, col 43, 'arrow function syntax (=>)' is only available in ES6 (use 'esversion: 6').",issue,,,,,,,
,,,7,"line 217, col 56, Missing semicolon.",issue,,,,,,,
,,,8,"line 218, col 39, 'arrow function syntax (=>)' is only available in ES6 (use 'esversion: 6').",issue,,,,,,,
,,,9,"line 219, col 23, 'template literal syntax' is only available in ES6 (use 'esversion: 6').",issue,,,,,,,
,,,10,"line 219, col 98, Missing semicolon.",issue,,,,,,,
,,,11,"line 220, col 9, Missing semicolon.",issue,,,,,,,
,,,12,"line 221, col 7, Missing semicolon.",issue,,,,,,,
16892.0,8051.0,"@@ -158,6 +158,10 @@ class Server extends EventEmitter {
     // setup listeners
     this.s.pool.on('parseError', parseErrorEventHandler(this));
 
+    this.s.pool.on('drain', err => {
+      this.emit('error', err);
+    });
+
     // it is unclear whether consumers should even know about these events
     // this.s.pool.on('timeout', timeoutEventHandler(this));
     // this.s.pool.on('reconnect', reconnectEventHandler(this));",1,"line 161, col 33, 'arrow function syntax (=>)' is only available in ES6 (use 'esversion: 6').",issue,why do we need to do this?,codereviewer_pred,,,,test8051_old.js,test8051_new.js
,,,2,,,These events are not documented and are not used in the codebase. It's better to remove them.,magicoder_pred,,,,,
,,,3,,,These events are not used in the codebase. They can be removed to clean up the code.,deepseekcoder_pred,,,,,
,,,4,,,"is this for everything, or just legacy?",msg,,,,,
,,,5,,,You can remove these now given we have an explicit check earlier in the constructor,stable_code_pred,,,,,
34289.0,1270.0,"@@ -46,6 +46,7 @@ domReady( () => {
 	Modules.registerModule(
 		'analytics',
 		{
+			name: 'Analytics',
 			settingsEditComponent: SettingsEdit,
 			settingsViewComponent: SettingsView,
 			setupComponent: SetupMain,",1,,,Why do we need this name?,codereviewer_pred,,,,test1270_old.js,test1270_new.js
,,,2,,,The name should be descriptive of what the module does.,magicoder_pred,,,,,
,,,3,,,You can remove these now given we have an explicit check earlier in the `Modules.registerModule` call.,stable_code_pred,,,,,
,,,4,,,"See above, this shouldn't be added.",msg,,,,,
,,,5,,,This is a good addition to provide a more meaningful name for the module.,deepseekcoder_pred,,,,,
18747.0,7542.0,"@@ -86,7 +86,7 @@ before(function(_done) {
         }
 
         this.configuration = new TestConfiguration(parsedURI, context);
-        done();
+        client.close(done);
       });
     });
   });",1,,,I've fallen for this before myself :) We _do_ call `close` inside of `done` on L65,msg,,,,test7542_old.js,test7542_new.js
,,,2,,,"The client.close(done) is a good idea, but the done() should be done() instead of closing the client.",magicoder_pred,,,,,
,,,3,,,Why do we need to close the client here?,codereviewer_pred,,,,,
,,,4,,,The client.close(done) seems to be more appropriate here.,deepseekcoder_pred,,,,,
,,,5,,,You can remove these now given we have an explicit check earlier in before(),stable_code_pred,,,,,
36252.0,5873.0,"@@ -74,7 +74,7 @@ class DashboardModulesAlerts extends Component {
 						title={ notification.title || '' }
 						description={ notification.description || '' }
 						blockData={ notification.blockData || [] }
-						winImage={ notification.winImage ? `${ global._googlesitekitLegacyData.admin.assetsRoot }images/${ notification.winImage }` : '' }
+						WinImageSVG={ notification.WinImageSVG }
 						format={ notification.format || 'small' }
 						learnMoreURL={ notification.learnMoreURL || '' }
 						learnMoreDescription={ notification.learnMoreDescription || '' }",1,"line 74, col 45, Expected ':' and instead saw '.'.",issue,"The winImage prop is not used in the DashboardModulesAlerts component. It seems like it's trying to load an image from a URL, but the URL is not being used. It's better to remove this prop and use the WinImageSVG prop instead.

The prop name is not consistent with the rest of the component. It's better to use the same naming convention throughout the component.
The prop type is not defined. It's better to define the prop type to make it easier for other developers to understand what the prop is used for.
The prop description is not clear. It's better to provide a detailed description of what the prop is used for.
The prop format is not used in the DashboardModulesAlerts component. It seems like it's trying to control the size of the notification, but the prop is not being used. It's better to remove this prop if it's not being used.
The prop learnMoreURL and learnMoreDescription are not used in the DashboardModules",magicoder_pred,,,,test5873_old.js,test5873_new.js
,,,2,"line 74, col 59, Missing semicolon.",issue,You can remove this check as we have an explicit check in the template.,stable_code_pred,,,,,
,,,3,"line 75, col 51, Expected ':' and instead saw '.'.",issue,The prop name 'winImage' is not consistent with the prop name 'WinImageSVG'. It would be better to keep them consistent.,deepseekcoder_pred,,,,,
,,,4,"line 75, col 71, Missing semicolon.",issue,This won't work because `notification` comes from an API response here. I think this would be the same as the change to `Alert` where it would get `SmallSunSVG`.,msg,,,,,
,,,5,"line 76, col 49, Expected ':' and instead saw '.'.",issue,Why did you remove the fallback for `global._googlesitekitLegacyData`?,codereviewer_pred,,,,,
,,,6,"line 76, col 67, Missing semicolon.",issue,,,,,,,
,,,7,"line 77, col 51, Expected ':' and instead saw '.'.",issue,,,,,,,
,,,8,"line 77, col 65, Missing semicolon.",issue,,,,,,,
,,,9,"line 78, col 46, Expected ':' and instead saw '.'.",issue,,,,,,,
,,,10,"line 78, col 66, Missing semicolon.",issue,,,,,,,
,,,11,"line 79, col 52, Expected ':' and instead saw '.'.",issue,,,,,,,
,,,12,"line 79, col 73, Missing semicolon.",issue,,,,,,,
,,,13,"line 80, col 60, Expected ':' and instead saw '.'.",issue,,,,,,,
,,,14,"line 80, col 89, Missing semicolon.",issue,,,,,,,
14201.0,8368.0,"@@ -378,11 +378,12 @@ const executeOperation = (topology, operation, args, options) => {
 
   // The driver sessions spec mandates that we implicitly create sessions for operations
   // that are not explicitly provided with a session.
-  let session, opOptions;
+  let session, opOptions, owner;
   if (!options.skipSessions && topology.hasSessionSupport()) {
     opOptions = args[args.length - 2];
     if (opOptions == null || opOptions.session == null) {
-      session = topology.startSession();
+      owner = {};
+      session = topology.startSession({ owner });
       const optionsIndex = args.length - 2;
       args[optionsIndex] = Object.assign({}, args[optionsIndex], { session: session });
     } else if (opOptions.session && opOptions.session.hasEnded) {",1,"line 381, col 3, 'let' is available in ES6 (use 'esversion: 6') or Mozilla JS extensions (use moz).",issue,You can remove this check as it's already covered by the previous if condition.,stable_code_pred,,,,test8368_old.js,test8368_new.js
,,,2,"line 386, col 41, 'object short notation' is available in ES6 (use 'esversion: 6') or Mozilla JS extensions (use moz).",issue,This code is not checking if the session has ended. It should be checking if the session has ended before trying to use it.,magicoder_pred,,,,,
,,,3,"line 387, col 7, 'const' is available in ES6 (use 'esversion: 6') or Mozilla JS extensions (use moz).",issue,Why do we need to create a new object here?,codereviewer_pred,,,,,
,,,4,,,"This code seems to be adding a session to the operation options, but it's not clear what the owner is. It might be better to add a comment explaining what the owner is.",deepseekcoder_pred,,,,,
,,,5,,,can't this just be left undefined/null?,msg,,,,,
